,actual,forecast,error,lower_ci,upper_ci
2018-02-27 13:00:00+00:00,71563.0,53649.58500583459,17913.41499416541,,
2018-02-27 14:00:00+00:00,71373.0,53508.834630422396,17864.165369577604,,
2018-02-27 15:00:00+00:00,70168.0,55144.16293787445,15023.837062125553,,
2018-02-27 16:00:00+00:00,71167.0,57665.427925797405,13501.572074202595,,
2018-02-27 17:00:00+00:00,74282.0,57382.91754266316,16899.082457336837,,
2018-02-27 18:00:00+00:00,74159.0,55582.900221295014,18576.099778704986,,
2018-02-27 19:00:00+00:00,70891.0,52155.54740539449,18735.452594605507,,
2018-02-27 20:00:00+00:00,67372.0,49701.876806714296,17670.123193285704,,
2018-02-27 21:00:00+00:00,64772.0,48400.18910906965,16371.810890930348,,
2018-02-27 22:00:00+00:00,61269.0,45008.955480423574,16260.044519576426,,
2018-02-27 23:00:00+00:00,58674.0,41874.70947751912,16799.29052248088,,
2018-02-28 00:00:00+00:00,57284.0,39807.68276190103,17476.31723809897,,
2018-02-28 01:00:00+00:00,56290.0,38683.55932609821,17606.440673901787,,
2018-02-28 02:00:00+00:00,55539.0,38586.737434895214,16952.262565104786,,
2018-02-28 03:00:00+00:00,56418.0,39269.86691339498,17148.13308660502,,
2018-02-28 04:00:00+00:00,59332.0,40592.022519836,18739.977480164,,
2018-02-28 05:00:00+00:00,66897.0,43249.6662041799,23647.3337958201,,
2018-02-28 06:00:00+00:00,71155.0,47144.90161363512,24010.09838636488,,
2018-02-28 07:00:00+00:00,73604.0,50426.475250593336,23177.524749406664,,
2018-02-28 08:00:00+00:00,73997.0,52854.723941731914,21142.276058268086,,
2018-02-28 09:00:00+00:00,74666.0,54655.59282961919,20010.407170380808,,
2018-02-28 10:00:00+00:00,74081.0,56089.460039802434,17991.539960197566,,
2018-02-28 11:00:00+00:00,73082.0,55917.11237522541,17164.887624774587,,
2018-02-28 12:00:00+00:00,72286.0,54640.110292773104,17645.889707226896,,
2018-02-28 13:00:00+00:00,71772.0,53602.30426586918,18169.695734130823,,
2018-02-28 14:00:00+00:00,71183.0,53461.553890456984,17721.446109543016,,
2018-02-28 15:00:00+00:00,70920.0,55096.882197909035,15823.117802090965,,
2018-02-28 16:00:00+00:00,72142.0,57618.14718583199,14523.852814168007,,
2018-02-28 17:00:00+00:00,75696.0,57335.63680269775,18360.36319730225,,
2018-02-28 18:00:00+00:00,75578.0,55535.6194813296,20042.380518670398,,
2018-02-28 19:00:00+00:00,71746.0,52108.26666542908,19637.73333457092,,
2018-02-28 20:00:00+00:00,68878.0,49654.59606674888,19223.403933251117,,
2018-02-28 21:00:00+00:00,67232.0,48352.90836910424,18879.09163089576,,
2018-02-28 22:00:00+00:00,63687.0,44961.67474045816,18725.325259541838,,
2018-02-28 23:00:00+00:00,60562.0,41827.42873755371,18734.57126244629,,
2018-03-01 00:00:00+00:00,58596.0,39760.40202193562,18835.597978064383,,
2018-03-01 01:00:00+00:00,57048.0,38636.2785861328,18411.7214138672,,
2018-03-01 02:00:00+00:00,56558.0,38539.4566949298,18018.543305070198,,
2018-03-01 03:00:00+00:00,57529.0,39222.58617342957,18306.41382657043,,
2018-03-01 04:00:00+00:00,59942.0,40544.74177987059,19397.258220129414,,
2018-03-01 05:00:00+00:00,67028.0,43202.38546421449,23825.614535785513,,
2018-03-01 06:00:00+00:00,72091.0,47097.62087366971,24993.379126330292,,
2018-03-01 07:00:00+00:00,73500.0,50379.19451062792,23120.805489372076,,
2018-03-01 08:00:00+00:00,73152.0,52807.4432017665,20344.556798233498,,
2018-03-01 09:00:00+00:00,73028.0,54608.31208965378,18419.68791034622,,
2018-03-01 10:00:00+00:00,73213.0,56042.17929983702,17170.820700162978,,
2018-03-01 11:00:00+00:00,73070.0,55869.83163526,17200.16836474,,
2018-03-01 12:00:00+00:00,71984.0,54592.82955280769,17391.170447192308,,
2018-03-01 13:00:00+00:00,71248.0,53555.023525903765,17692.976474096235,,
2018-03-01 14:00:00+00:00,70458.0,53414.27315049157,17043.726849508428,,
2018-03-01 15:00:00+00:00,69947.0,55049.60145794362,14897.398542056377,,
2018-03-01 16:00:00+00:00,70993.0,57570.86644586658,13422.13355413342,,
2018-03-01 17:00:00+00:00,73959.0,57288.35606273234,16670.64393726766,,
2018-03-01 18:00:00+00:00,73886.0,55488.33874136419,18397.66125863581,,
2018-03-01 19:00:00+00:00,69768.0,52060.98592546367,17707.01407453633,,
2018-03-01 20:00:00+00:00,66555.0,49607.31532678347,16947.68467321653,,
2018-03-01 21:00:00+00:00,64672.0,48305.62762913883,16366.372370861172,,
2018-03-01 22:00:00+00:00,61020.0,44914.39400049275,16105.60599950725,,
2018-03-01 23:00:00+00:00,59637.0,41780.1479975883,17856.852002411702,,
2018-03-02 00:00:00+00:00,58180.0,39713.121281970205,18466.878718029795,,
2018-03-02 01:00:00+00:00,57068.0,38588.99784616739,18479.00215383261,,
2018-03-02 02:00:00+00:00,56801.0,38492.17595496439,18308.82404503561,,
2018-03-02 03:00:00+00:00,56981.0,39175.30543346416,17805.694566535843,,
2018-03-02 04:00:00+00:00,59360.0,40497.461039905174,18862.538960094826,,
2018-03-02 05:00:00+00:00,66284.0,43155.104724249075,23128.895275750925,,
2018-03-02 06:00:00+00:00,71411.0,47050.340133704296,24360.659866295704,,
2018-03-02 07:00:00+00:00,74462.0,50331.91377066251,24130.08622933749,,
2018-03-02 08:00:00+00:00,74580.0,52760.16246180109,21819.83753819891,,
2018-03-02 09:00:00+00:00,74514.0,54561.03134968837,19952.96865031163,,
2018-03-02 10:00:00+00:00,74157.0,55994.89855987161,18162.10144012839,,
2018-03-02 11:00:00+00:00,73666.0,55822.55089529459,17843.44910470541,,
2018-03-02 12:00:00+00:00,71795.0,54545.54881284228,17249.45118715772,,
2018-03-02 13:00:00+00:00,70776.0,53507.74278593835,17268.257214061647,,
2018-03-02 14:00:00+00:00,69695.0,53366.99241052616,16328.00758947384,,
2018-03-02 15:00:00+00:00,69079.0,55002.32071797821,14076.679282021789,,
2018-03-02 16:00:00+00:00,70238.0,57523.58570590117,12714.414294098831,,
2018-03-02 17:00:00+00:00,72184.0,57241.07532276693,14942.924677233073,,
2018-03-02 18:00:00+00:00,71986.0,55441.05800139878,16544.94199860122,,
2018-03-02 19:00:00+00:00,67991.0,52013.70518549826,15977.294814501744,,
2018-03-02 20:00:00+00:00,64369.0,49560.03458681806,14808.96541318194,,
2018-03-02 21:00:00+00:00,62559.0,48258.346889173416,14300.653110826584,,
2018-03-02 22:00:00+00:00,60119.0,44867.11326052734,15251.886739472662,,
2018-03-02 23:00:00+00:00,56726.0,41732.867257622886,14993.132742377114,,
2018-03-03 00:00:00+00:00,54823.0,39665.84054200479,15157.159457995207,,
2018-03-03 01:00:00+00:00,53371.0,38541.71710620198,14829.282893798023,,
2018-03-03 02:00:00+00:00,52726.0,38444.89521499898,14281.104785001022,,
2018-03-03 03:00:00+00:00,52647.0,39128.024693498744,13518.975306501256,,
2018-03-03 04:00:00+00:00,52399.0,40450.18029993976,11948.819700060238,,
2018-03-03 05:00:00+00:00,52347.0,43107.82398428366,9239.176015716337,,
2018-03-03 06:00:00+00:00,55018.0,47003.059393738884,8014.940606261116,,
2018-03-03 07:00:00+00:00,59067.0,50284.6330306971,8782.3669693029,,
2018-03-03 08:00:00+00:00,61563.0,52712.88172183568,8850.118278164322,,
2018-03-03 09:00:00+00:00,63177.0,54513.750609722956,8663.249390277044,,
2018-03-03 10:00:00+00:00,63042.0,55947.6178199062,7094.382180093802,,
2018-03-03 11:00:00+00:00,61316.0,55775.27015532918,5540.729844670823,,
2018-03-03 12:00:00+00:00,58828.0,54498.26807287687,4329.731927123132,,
2018-03-03 13:00:00+00:00,57616.0,53460.46204597294,4155.537954027059,,
2018-03-03 14:00:00+00:00,57698.0,53319.71167056075,4378.288329439252,,
2018-03-03 15:00:00+00:00,57502.0,54955.0399780128,2546.960021987201,,
2018-03-03 16:00:00+00:00,58813.0,57476.30496593576,1336.6950340642434,,
2018-03-03 17:00:00+00:00,61400.0,57193.794582801514,4206.2054171984855,,
2018-03-03 18:00:00+00:00,61207.0,55393.777261433366,5813.222738566634,,
2018-03-03 19:00:00+00:00,58298.0,51966.424445532844,6331.575554467156,,
2018-03-03 20:00:00+00:00,56422.0,49512.75384685265,6909.246153147353,,
2018-03-03 21:00:00+00:00,55674.0,48211.066149208,7462.9338507919965,,
2018-03-03 22:00:00+00:00,52940.0,44819.832520561926,8120.167479438074,,
2018-03-03 23:00:00+00:00,50260.0,41685.58651765747,8574.413482342527,,
2018-03-04 00:00:00+00:00,48070.0,39618.55980203938,8451.44019796062,,
2018-03-04 01:00:00+00:00,46881.0,38494.436366236565,8386.563633763435,,
2018-03-04 02:00:00+00:00,46166.0,38397.614475033566,7768.385524966434,,
2018-03-04 03:00:00+00:00,45878.0,39080.74395353333,6797.256046466668,,
2018-03-04 04:00:00+00:00,44918.0,40402.89955997435,4515.10044002565,,
2018-03-04 05:00:00+00:00,43963.0,43060.54324431825,902.4567556817492,,
2018-03-04 06:00:00+00:00,45529.0,46955.77865377347,-1426.778653773472,,
2018-03-04 07:00:00+00:00,49377.0,50237.35229073169,-860.3522907316874,,
2018-03-04 08:00:00+00:00,52200.0,52665.600981870266,-465.60098187026597,,
2018-03-04 09:00:00+00:00,53778.0,54466.469869757544,-688.4698697575441,,
2018-03-04 10:00:00+00:00,55147.0,55900.337079940786,-753.3370799407858,,
2018-03-04 11:00:00+00:00,54128.0,55727.989415363765,-1599.9894153637651,,
2018-03-04 12:00:00+00:00,52313.0,54450.987332911456,-2137.987332911456,,
2018-03-04 13:00:00+00:00,51302.0,53413.18130600753,-2111.181306007529,,
2018-03-04 14:00:00+00:00,50549.0,53272.430930595336,-2723.4309305953357,,
2018-03-04 15:00:00+00:00,51687.0,54907.75923804739,-3220.759238047387,,
2018-03-04 16:00:00+00:00,54004.0,57429.024225970345,-3425.0242259703446,,
2018-03-04 17:00:00+00:00,58984.0,57146.5138428361,1837.4861571638976,,
2018-03-04 18:00:00+00:00,59328.0,55346.496521467954,3981.503478532046,,
2018-03-04 19:00:00+00:00,56885.0,51919.14370556743,4965.856294432568,,
2018-03-04 20:00:00+00:00,55243.0,49465.473106887235,5777.526893112765,,
2018-03-04 21:00:00+00:00,55163.0,48163.78540924259,6999.214590757409,,
2018-03-04 22:00:00+00:00,52090.0,44772.551780596514,7317.448219403486,,
2018-03-04 23:00:00+00:00,48770.0,41638.30577769206,7131.694222307939,,
2018-03-05 00:00:00+00:00,47620.0,39571.27906207397,8048.720937926031,,
2018-03-05 01:00:00+00:00,47136.0,38447.15562627115,8688.844373728847,,
2018-03-05 02:00:00+00:00,47289.0,38350.333735068154,8938.666264931846,,
2018-03-05 03:00:00+00:00,48879.0,39033.46321356792,9845.53678643208,,
2018-03-05 04:00:00+00:00,53043.0,40355.61882000894,12687.381179991062,,
2018-03-05 05:00:00+00:00,61227.0,43013.26250435284,18213.73749564716,,
2018-03-05 06:00:00+00:00,66430.0,46908.49791380806,19521.50208619194,,
2018-03-05 07:00:00+00:00,68394.0,50190.071550766275,18203.928449233725,,
2018-03-05 08:00:00+00:00,68780.0,52618.320241904854,16161.679758095146,,
2018-03-05 09:00:00+00:00,69126.0,54419.18912979213,14706.810870207868,,
2018-03-05 10:00:00+00:00,69224.0,55853.056339975374,13370.943660024626,,
2018-03-05 11:00:00+00:00,68496.0,55680.70867539835,12815.291324601647,,
2018-03-05 12:00:00+00:00,67746.0,54403.706592946044,13342.293407053956,,
2018-03-05 13:00:00+00:00,66487.0,53365.90056604212,13121.099433957883,,
2018-03-05 14:00:00+00:00,65221.0,53225.15019062992,11995.849809370076,,
2018-03-05 15:00:00+00:00,64343.0,54860.478498081975,9482.521501918025,,
2018-03-05 16:00:00+00:00,64834.0,57381.74348600493,7452.2565139950675,,
2018-03-05 17:00:00+00:00,68518.0,57099.23310287069,11418.76689712931,,
2018-03-05 18:00:00+00:00,68887.0,55299.21578150254,13587.784218497458,,
2018-03-05 19:00:00+00:00,64804.0,51871.86296560202,12932.13703439798,,
2018-03-05 20:00:00+00:00,61649.0,49418.19236692182,12230.807633078177,,
2018-03-05 21:00:00+00:00,59257.0,48116.50466927718,11140.49533072282,,
2018-03-05 22:00:00+00:00,54890.0,44725.2710406311,10164.728959368898,,
2018-03-05 23:00:00+00:00,52335.0,41591.02503772665,10743.97496227335,,
2018-03-06 00:00:00+00:00,50691.0,39523.99832210856,11167.001677891443,,
2018-03-06 01:00:00+00:00,49804.0,38399.87488630574,11404.12511369426,,
2018-03-06 02:00:00+00:00,50224.0,38303.05299510274,11920.947004897258,,
2018-03-06 03:00:00+00:00,51575.0,38986.18247360251,12588.817526397492,,
2018-03-06 04:00:00+00:00,54870.0,40308.338080043526,14561.661919956474,,
2018-03-06 05:00:00+00:00,61784.0,42965.98176438743,18818.018235612573,,
2018-03-06 06:00:00+00:00,65627.0,46861.21717384265,18765.782826157352,,
2018-03-06 07:00:00+00:00,67550.0,50142.79081080086,17407.209189199137,,
2018-03-06 08:00:00+00:00,68116.0,52571.03950193944,15544.960498060558,,
2018-03-06 09:00:00+00:00,68316.0,54371.90838982672,13944.09161017328,,
2018-03-06 10:00:00+00:00,69407.0,55805.77560000996,13601.224399990038,,
2018-03-06 11:00:00+00:00,68830.0,55633.42793543294,13196.572064567059,,
2018-03-06 12:00:00+00:00,67684.0,54356.42585298063,13327.574147019368,,
2018-03-06 13:00:00+00:00,66731.0,53318.619826076705,13412.380173923295,,
2018-03-06 14:00:00+00:00,66605.0,53177.86945066451,13427.130549335488,,
2018-03-06 15:00:00+00:00,65675.0,54813.19775811656,10861.802241883437,,
2018-03-06 16:00:00+00:00,66232.0,57334.46274603952,8897.53725396048,,
2018-03-06 17:00:00+00:00,69537.0,57051.95236290528,12485.047637094722,,
2018-03-06 18:00:00+00:00,69719.0,55251.93504153713,14467.06495846287,,
2018-03-06 19:00:00+00:00,65560.0,51824.58222563661,13735.417774363392,,
2018-03-06 20:00:00+00:00,61944.0,49370.91162695641,12573.088373043589,,
2018-03-06 21:00:00+00:00,59194.0,48069.22392931177,11124.776070688233,,
2018-03-06 22:00:00+00:00,55116.0,44677.99030066569,10438.00969933431,,
2018-03-06 23:00:00+00:00,51721.0,41543.74429776124,10177.255702238763,,
2018-03-07 00:00:00+00:00,49922.0,39476.717582143145,10445.282417856855,,
2018-03-07 01:00:00+00:00,48572.0,38352.59414634033,10219.405853659671,,
2018-03-07 02:00:00+00:00,49042.0,38255.77225513733,10786.22774486267,,
2018-03-07 03:00:00+00:00,50603.0,38938.901733637096,11664.098266362904,,
2018-03-07 04:00:00+00:00,54226.0,40261.057340078114,13964.942659921886,,
2018-03-07 05:00:00+00:00,61642.0,42918.701024422015,18723.298975577985,,
2018-03-07 06:00:00+00:00,66370.0,46813.936433877236,19556.063566122764,,
2018-03-07 07:00:00+00:00,68976.0,50095.51007083545,18880.48992916455,,
2018-03-07 08:00:00+00:00,68920.0,52523.75876197403,16396.24123802597,,
2018-03-07 09:00:00+00:00,69071.0,54324.62764986131,14746.372350138692,,
2018-03-07 10:00:00+00:00,70242.0,55758.49486004455,14483.50513995545,,
2018-03-07 11:00:00+00:00,70525.0,55586.14719546753,14938.852804532471,,
2018-03-07 12:00:00+00:00,70235.0,54309.14511301522,15925.85488698478,,
2018-03-07 13:00:00+00:00,69401.0,53271.33908611129,16129.660913888707,,
2018-03-07 14:00:00+00:00,68523.0,53130.5887106991,15392.4112893009,,
2018-03-07 15:00:00+00:00,67741.0,54765.91701815115,12975.08298184885,,
2018-03-07 16:00:00+00:00,69013.0,57287.18200607411,11725.817993925892,,
2018-03-07 17:00:00+00:00,71063.0,57004.671622939866,14058.328377060134,,
2018-03-07 18:00:00+00:00,71130.0,55204.65430157172,15925.345698428282,,
2018-03-07 19:00:00+00:00,66722.0,51777.301485671196,14944.698514328804,,
2018-03-07 20:00:00+00:00,63486.0,49323.630886991,14162.369113009001,,
2018-03-07 21:00:00+00:00,61076.0,48021.943189346355,13054.056810653645,,
2018-03-07 22:00:00+00:00,56516.0,44630.70956070028,11885.290439299722,,
2018-03-07 23:00:00+00:00,52894.0,41496.463557795825,11397.536442204175,,
2018-03-08 00:00:00+00:00,50266.0,39429.43684217773,10836.563157822267,,
2018-03-08 01:00:00+00:00,49309.0,38305.31340637492,11003.686593625083,,
2018-03-08 02:00:00+00:00,50051.0,38208.49151517192,11842.508484828082,,
2018-03-08 03:00:00+00:00,51973.0,38891.620993671684,13081.379006328316,,
2018-03-08 04:00:00+00:00,55282.0,40213.7766001127,15068.223399887298,,
2018-03-08 05:00:00+00:00,63271.0,42871.4202844566,20399.579715543397,,
2018-03-08 06:00:00+00:00,67377.0,46766.65569391182,20610.344306088176,,
2018-03-08 07:00:00+00:00,69533.0,50048.22933087004,19484.77066912996,,
2018-03-08 08:00:00+00:00,69771.0,52476.47802200862,17294.521977991382,,
2018-03-08 09:00:00+00:00,70870.0,54277.346909895896,16592.653090104104,,
2018-03-08 10:00:00+00:00,71733.0,55711.21412007914,16021.785879920862,,
2018-03-08 11:00:00+00:00,71018.0,55538.86645550212,15479.133544497883,,
2018-03-08 12:00:00+00:00,70533.0,54261.86437304981,16271.135626950192,,
2018-03-08 13:00:00+00:00,69494.0,53224.05834614588,16269.941653854119,,
2018-03-08 14:00:00+00:00,69051.0,53083.30797073369,15967.692029266313,,
2018-03-08 15:00:00+00:00,68132.0,54718.63627818574,13413.363721814261,,
2018-03-08 16:00:00+00:00,68253.0,57239.901266108696,11013.098733891304,,
2018-03-08 17:00:00+00:00,70410.0,56957.390882974454,13452.609117025546,,
2018-03-08 18:00:00+00:00,71552.0,55157.373561606306,16394.626438393694,,
2018-03-08 19:00:00+00:00,67533.0,51730.020745705784,15802.979254294216,,
2018-03-08 20:00:00+00:00,63972.0,49276.35014702559,14695.649852974413,,
2018-03-08 21:00:00+00:00,61408.0,47974.66244938094,13433.337550619057,,
2018-03-08 22:00:00+00:00,56912.0,44583.428820734865,12328.571179265135,,
2018-03-08 23:00:00+00:00,53444.0,41449.18281783041,11994.817182169587,,
2018-03-09 00:00:00+00:00,51936.0,39382.15610221232,12553.84389778768,,
2018-03-09 01:00:00+00:00,50854.0,38258.032666409505,12595.967333590495,,
2018-03-09 02:00:00+00:00,51372.0,38161.210775206506,13210.789224793494,,
2018-03-09 03:00:00+00:00,52745.0,38844.34025370627,13900.659746293728,,
2018-03-09 04:00:00+00:00,56184.0,40166.49586014729,16017.50413985271,,
2018-03-09 05:00:00+00:00,63413.0,42824.13954449119,20588.86045550881,,
2018-03-09 06:00:00+00:00,68532.0,46719.37495394641,21812.62504605359,,
2018-03-09 07:00:00+00:00,70931.0,50000.94859090463,20930.051409095373,,
2018-03-09 08:00:00+00:00,70667.0,52429.197282043206,18237.802717956794,,
2018-03-09 09:00:00+00:00,71678.0,54230.066169930484,17447.933830069516,,
2018-03-09 10:00:00+00:00,71741.0,55663.933380113725,16077.066619886275,,
2018-03-09 11:00:00+00:00,70749.0,55491.585715536705,15257.414284463295,,
2018-03-09 12:00:00+00:00,69356.0,54214.583633084396,15141.416366915604,,
2018-03-09 13:00:00+00:00,67716.0,53176.77760618047,14539.222393819531,,
2018-03-09 14:00:00+00:00,67162.0,53036.027230768275,14125.972769231725,,
2018-03-09 15:00:00+00:00,66274.0,54671.35553822033,11602.644461779673,,
2018-03-09 16:00:00+00:00,66674.0,57192.620526143284,9481.379473856716,,
2018-03-09 17:00:00+00:00,68858.0,56910.11014300904,11947.889856990958,,
2018-03-09 18:00:00+00:00,68372.0,55110.092821640894,13261.907178359106,,
2018-03-09 19:00:00+00:00,63902.0,51682.74000574037,12219.259994259628,,
2018-03-09 20:00:00+00:00,60383.0,49229.069407060175,11153.930592939825,,
2018-03-09 21:00:00+00:00,58205.0,47927.38170941553,10277.618290584469,,
2018-03-09 22:00:00+00:00,54607.0,44536.14808076945,10070.851919230547,,
2018-03-09 23:00:00+00:00,50650.0,41401.902077865,9248.097922134999,,
2018-03-10 00:00:00+00:00,47815.0,39334.87536224691,8480.124637753092,,
2018-03-10 01:00:00+00:00,46636.0,38210.75192644409,8425.248073555907,,
2018-03-10 02:00:00+00:00,46365.0,38113.930035241094,8251.069964758906,,
2018-03-10 03:00:00+00:00,46615.0,38797.05951374086,7817.94048625914,,
2018-03-10 04:00:00+00:00,46869.0,40119.21512018188,6749.784879818122,,
2018-03-10 05:00:00+00:00,47876.0,42776.85880452578,5099.141195474222,,
2018-03-10 06:00:00+00:00,50813.0,46672.094213981,4140.9057860190005,,
2018-03-10 07:00:00+00:00,54576.0,49953.667850939215,4622.332149060785,,
2018-03-10 08:00:00+00:00,57742.0,52381.91654207779,5360.083457922206,,
2018-03-10 09:00:00+00:00,59127.0,54182.78542996507,4944.214570034928,,
2018-03-10 10:00:00+00:00,59418.0,55616.65264014831,3801.3473598516866,,
2018-03-10 11:00:00+00:00,58600.0,55444.30497557129,3155.6950244287073,,
2018-03-10 12:00:00+00:00,57526.0,54167.302893118984,3358.697106881016,,
2018-03-10 13:00:00+00:00,55607.0,53129.49686621506,2477.503133784943,,
2018-03-10 14:00:00+00:00,54509.0,52988.74649080286,1520.2535091971367,,
2018-03-10 15:00:00+00:00,54435.0,54624.074798254915,-189.07479825491464,,
2018-03-10 16:00:00+00:00,55988.0,57145.33978617787,-1157.3397861778722,,
2018-03-10 17:00:00+00:00,59241.0,56862.82940304363,2378.17059695637,,
2018-03-10 18:00:00+00:00,59316.0,55062.81208167548,4253.187918324518,,
2018-03-10 19:00:00+00:00,54877.0,51635.45926577496,3241.54073422504,,
2018-03-10 20:00:00+00:00,51932.0,49181.78866709476,2750.211332905237,,
2018-03-10 21:00:00+00:00,50262.0,47880.10096945012,2381.899030549881,,
2018-03-10 22:00:00+00:00,46728.0,44488.86734080404,2239.1326591959587,,
2018-03-10 23:00:00+00:00,44010.0,41354.62133789959,2655.378662100411,,
2018-03-11 00:00:00+00:00,41592.0,39287.5946222815,2304.4053777185036,,
2018-03-11 01:00:00+00:00,40196.0,38163.47118647868,2032.5288135213195,,
2018-03-11 02:00:00+00:00,40057.0,38066.64929527568,1990.3507047243183,,
2018-03-11 03:00:00+00:00,40611.0,38749.77877377545,1861.221226224552,,
2018-03-11 04:00:00+00:00,40653.0,40071.934380216466,581.0656197835342,,
2018-03-11 05:00:00+00:00,40358.0,42729.578064560366,-2371.5780645603663,,
2018-03-11 06:00:00+00:00,42128.0,46624.81347401559,-4496.813474015587,,
2018-03-11 07:00:00+00:00,46076.0,49906.3871109738,-3830.387110973803,,
2018-03-11 08:00:00+00:00,49199.0,52334.63580211238,-3135.6358021123815,,
2018-03-11 09:00:00+00:00,51263.0,54135.50468999966,-2872.5046899996596,,
2018-03-11 10:00:00+00:00,53034.0,55569.3719001829,-2535.3719001829013,,
2018-03-11 11:00:00+00:00,53136.0,55397.02423560588,-2261.0242356058807,,
2018-03-11 12:00:00+00:00,51532.0,54120.02215315357,-2588.0221531535717,,
2018-03-11 13:00:00+00:00,49836.0,53082.216126249645,-3246.2161262496447,,
2018-03-11 14:00:00+00:00,48963.0,52941.46575083745,-3978.465750837451,,
2018-03-11 15:00:00+00:00,48570.0,54576.7940582895,-6006.794058289503,,
2018-03-11 16:00:00+00:00,50526.0,57098.05904621246,-6572.05904621246,,
2018-03-11 17:00:00+00:00,54862.0,56815.54866307822,-1953.548663078218,,
2018-03-11 18:00:00+00:00,56469.0,55015.53134171007,1453.4686582899303,,
2018-03-11 19:00:00+00:00,53084.0,51588.17852580955,1495.8214741904521,,
2018-03-11 20:00:00+00:00,51584.0,49134.50792712935,2449.4920728706493,,
2018-03-11 21:00:00+00:00,51530.0,47832.82022948471,3697.179770515293,,
2018-03-11 22:00:00+00:00,47822.0,44441.58660083863,3380.4133991613708,,
2018-03-11 23:00:00+00:00,44889.0,41307.34059793418,3581.659402065823,,
2018-03-12 00:00:00+00:00,43278.0,39240.313882316084,4037.6861176839157,,
2018-03-12 01:00:00+00:00,42610.0,38116.19044651327,4493.809553486732,,
2018-03-12 02:00:00+00:00,43456.0,38019.36855531027,5436.63144468973,,
2018-03-12 03:00:00+00:00,45528.0,38702.498033810036,6825.501966189964,,
2018-03-12 04:00:00+00:00,49792.0,40024.653640251054,9767.346359748946,,
2018-03-12 05:00:00+00:00,58774.0,42682.297324594954,16091.702675405046,,
2018-03-12 06:00:00+00:00,65099.0,46577.532734050175,18521.467265949825,,
2018-03-12 07:00:00+00:00,67655.0,49859.10637100839,17795.89362899161,,
2018-03-12 08:00:00+00:00,69049.0,52287.35506214697,16761.64493785303,,
2018-03-12 09:00:00+00:00,70228.0,54088.22395003425,16139.776049965752,,
2018-03-12 10:00:00+00:00,70683.0,55522.09116021749,15160.90883978251,,
2018-03-12 11:00:00+00:00,69787.0,55349.74349564047,14437.256504359531,,
2018-03-12 12:00:00+00:00,69367.0,54072.74141318816,15294.25858681184,,
2018-03-12 13:00:00+00:00,67527.0,53034.93538628423,14492.064613715767,,
2018-03-12 14:00:00+00:00,66682.0,52894.18501087204,13787.81498912796,,
2018-03-12 15:00:00+00:00,65345.0,54529.51331832409,10815.48668167591,,
2018-03-12 16:00:00+00:00,66458.0,57050.77830624705,9407.221693752952,,
2018-03-12 17:00:00+00:00,69236.0,56768.267923112806,12467.732076887194,,
2018-03-12 18:00:00+00:00,69943.0,54968.25060174466,14974.749398255342,,
2018-03-12 19:00:00+00:00,65286.0,51540.897785844136,13745.102214155864,,
2018-03-12 20:00:00+00:00,61392.0,49087.22718716394,12304.772812836061,,
2018-03-12 21:00:00+00:00,58237.0,47785.539489519295,10451.460510480705,,
2018-03-12 22:00:00+00:00,53876.0,44394.30586087322,9481.694139126783,,
2018-03-12 23:00:00+00:00,50879.0,41260.059857968765,9618.940142031235,,
2018-03-13 00:00:00+00:00,49079.0,39193.03314235067,9885.966857649328,,
2018-03-13 01:00:00+00:00,47866.0,38068.909706547856,9797.090293452144,,
2018-03-13 02:00:00+00:00,48559.0,37972.08781534486,10586.912184655142,,
2018-03-13 03:00:00+00:00,50356.0,38655.217293844624,11700.782706155376,,
2018-03-13 04:00:00+00:00,54199.0,39977.37290028564,14221.627099714358,,
2018-03-13 05:00:00+00:00,61545.0,42635.01658462954,18909.983415370458,,
2018-03-13 06:00:00+00:00,66614.0,46530.25199408476,20083.748005915237,,
2018-03-13 07:00:00+00:00,69378.0,49811.82563104298,19566.17436895702,,
2018-03-13 08:00:00+00:00,70078.0,52240.07432218156,17837.925677818443,,
2018-03-13 09:00:00+00:00,71778.0,54040.943210068835,17737.056789931165,,
2018-03-13 10:00:00+00:00,72703.0,55474.81042025208,17228.189579747923,,
2018-03-13 11:00:00+00:00,71753.0,55302.46275567506,16450.537244324943,,
2018-03-13 12:00:00+00:00,70849.0,54025.46067322275,16823.539326777252,,
2018-03-13 13:00:00+00:00,69732.0,52987.65464631882,16744.34535368118,,
2018-03-13 14:00:00+00:00,69465.0,52846.90427090663,16618.095729093373,,
2018-03-13 15:00:00+00:00,68337.0,54482.23257835868,13854.767421641322,,
2018-03-13 16:00:00+00:00,68428.0,57003.497566281636,11424.502433718364,,
2018-03-13 17:00:00+00:00,71091.0,56720.987183147394,14370.012816852606,,
2018-03-13 18:00:00+00:00,71345.0,54920.969861779246,16424.030138220754,,
2018-03-13 19:00:00+00:00,66673.0,51493.617045878724,15179.382954121276,,
2018-03-13 20:00:00+00:00,62973.0,49039.94644719853,13933.053552801473,,
2018-03-13 21:00:00+00:00,59619.0,47738.25874955388,11880.741250446117,,
2018-03-13 22:00:00+00:00,54799.0,44347.025120907805,10451.974879092195,,
2018-03-13 23:00:00+00:00,51576.0,41212.77911800335,10363.220881996647,,
2018-03-14 00:00:00+00:00,49316.0,39145.75240238526,10170.24759761474,,
